
[Name]
SS304 At Air Outlet Flange

[Spatial Fields]
x, y, z

[Data]
x [ in ], y [ in ], z [ in ], Temperature [ F ]
1.20000000e+001, 7.56495056e+001, -7.00000000e+001, 4.84113922e+002
1.20625010e+001, 7.53448181e+001, -7.00000000e+001, 4.80341217e+002
1.20000000e+001, 7.53448181e+001, -7.00000000e+001, 4.81673859e+002
1.20625010e+001, 7.50401306e+001, -7.00000000e+001, 4.77104980e+002
1.20000000e+001, 7.50401306e+001, -7.00000000e+001, 4.78479248e+002
1.20625010e+001, 7.47354431e+001, -7.00000000e+001, 4.72775146e+002
1.20000000e+001, 7.47354431e+001, -7.00000000e+001, 4.74198761e+002
1.21250000e+001, 7.44307556e+001, -7.00000000e+001, 4.64659119e+002
1.21250000e+001, 7.41260681e+001, -7.00000000e+001, 4.55956665e+002
1.24374990e+001, 7.44307556e+001, -7.00000000e+001, 4.41922516e+002
1.24374990e+001, 7.41260681e+001, -7.00000000e+001, 4.33294952e+002
1.21250000e+001, 7.40844040e+001, -7.00000000e+001, 4.54379364e+002
1.24374990e+001, 7.40844040e+001, -7.00000000e+001, 4.31883698e+002
1.21250000e+001, 7.83916931e+001, -7.00000000e+001, 4.90060699e+002
1.24374990e+001, 7.83916931e+001, -7.00000000e+001, 4.71093048e+002
1.21250000e+001, 7.80870056e+001, -7.00000000e+001, 4.89631683e+002
1.24374990e+001, 7.80870056e+001, -7.00000000e+001, 4.70634369e+002
1.21250000e+001, 7.77823181e+001, -7.00000000e+001, 4.89092590e+002
1.24374990e+001, 7.77823181e+001, -7.00000000e+001, 4.70040985e+002
1.21250000e+001, 7.74776306e+001, -7.00000000e+001, 4.88442322e+002
1.24374990e+001, 7.74776306e+001, -7.00000000e+001, 4.69305023e+002
1.21250000e+001, 7.71729431e+001, -7.00000000e+001, 4.87675140e+002
1.24374990e+001, 7.71729431e+001, -7.00000000e+001, 4.68411835e+002
1.21250000e+001, 7.68682556e+001, -7.00000000e+001, 4.86775696e+002
1.24374990e+001, 7.68682556e+001, -7.00000000e+001, 4.67337250e+002
1.21250000e+001, 7.65635681e+001, -7.00000000e+001, 4.85713409e+002
1.24374990e+001, 7.65635681e+001, -7.00000000e+001, 4.66042725e+002
1.21250000e+001, 7.62588806e+001, -7.00000000e+001, 4.84436798e+002
1.24374990e+001, 7.62588806e+001, -7.00000000e+001, 4.64471802e+002
1.21250000e+001, 7.59541931e+001, -7.00000000e+001, 4.82868958e+002
1.24374990e+001, 7.59541931e+001, -7.00000000e+001, 4.62544678e+002
1.21250000e+001, 7.56495056e+001, -7.00000000e+001, 4.80899872e+002
1.24374990e+001, 7.56495056e+001, -7.00000000e+001, 4.60151917e+002
1.21250000e+001, 7.53448181e+001, -7.00000000e+001, 4.78377960e+002
1.24374990e+001, 7.53448181e+001, -7.00000000e+001, 4.57145721e+002
1.21250000e+001, 7.50401306e+001, -7.00000000e+001, 4.75086792e+002
1.24374990e+001, 7.50401306e+001, -7.00000000e+001, 4.53321869e+002
1.21250000e+001, 7.47354431e+001, -7.00000000e+001, 4.70695557e+002
1.24374990e+001, 7.47354431e+001, -7.00000000e+001, 4.48389343e+002
-1.20000000e+001, 7.44307556e+001, -7.00000000e+001, 4.62799561e+002
-1.20000000e+001, 7.41260681e+001, -7.00000000e+001, 4.54885284e+002
-1.20625010e+001, 7.41260681e+001, -7.00000000e+001, 4.53336487e+002
-1.20625010e+001, 7.44307556e+001, -7.00000000e+001, 4.61313385e+002
-1.20000000e+001, 7.40844040e+001, -7.00000000e+001, 4.53455536e+002
-1.20625010e+001, 7.40844040e+001, -7.00000000e+001, 4.51895569e+002
-1.20000000e+001, 7.83916931e+001, -7.00000000e+001, 4.80273529e+002
-1.20625010e+001, 7.83916931e+001, -7.00000000e+001, 4.79103729e+002
-1.20000000e+001, 7.80870056e+001, -7.00000000e+001, 4.80491608e+002
-1.20625010e+001, 7.80870056e+001, -7.00000000e+001, 4.79317078e+002
-1.20000000e+001, 7.77823181e+001, -7.00000000e+001, 4.80600159e+002
-1.20625010e+001, 7.77823181e+001, -7.00000000e+001, 4.79419464e+002
-1.20000000e+001, 7.74776306e+001, -7.00000000e+001, 4.80590057e+002
-1.20625010e+001, 7.74776306e+001, -7.00000000e+001, 4.79401459e+002
-1.20000000e+001, 7.71729431e+001, -7.00000000e+001, 4.80445587e+002
-1.20625010e+001, 7.71729431e+001, -7.00000000e+001, 4.79247101e+002
-1.20000000e+001, 7.68682556e+001, -7.00000000e+001, 4.80143799e+002
-1.20625010e+001, 7.68682556e+001, -7.00000000e+001, 4.78933105e+002
-1.20000000e+001, 7.65635681e+001, -7.00000000e+001, 4.79652710e+002
-1.20625010e+001, 7.65635681e+001, -7.00000000e+001, 4.78426727e+002
-1.20000000e+001, 7.62588806e+001, -7.00000000e+001, 4.78926056e+002
-1.20625010e+001, 7.62588806e+001, -7.00000000e+001, 4.77681091e+002
-1.20000000e+001, 7.59541931e+001, -7.00000000e+001, 4.77897858e+002
-1.20625010e+001, 7.59541931e+001, -7.00000000e+001, 4.76629364e+002
-1.20000000e+001, 7.56495056e+001, -7.00000000e+001, 4.76475250e+002
-1.20625010e+001, 7.56495056e+001, -7.00000000e+001, 4.75177979e+002
-1.20000000e+001, 7.53448181e+001, -7.00000000e+001, 4.74522858e+002
-1.20625010e+001, 7.53448181e+001, -7.00000000e+001, 4.73191315e+002
-1.20000000e+001, 7.50401306e+001, -7.00000000e+001, 4.71843964e+002
-1.20625010e+001, 7.50401306e+001, -7.00000000e+001, 4.70469879e+002
-1.20000000e+001, 7.47354431e+001, -7.00000000e+001, 4.68119354e+002
-1.20625010e+001, 7.47354431e+001, -7.00000000e+001, 4.66693024e+002
-1.21250000e+001, 7.41260681e+001, -7.00000000e+001, 4.51132629e+002
-1.21250000e+001, 7.44307556e+001, -7.00000000e+001, 4.59173035e+002
-1.24374990e+001, 7.41260681e+001, -7.00000000e+001, 4.28480316e+002
-1.24374990e+001, 7.44307556e+001, -7.00000000e+001, 4.36554810e+002
-1.21250000e+001, 7.40844040e+001, -7.00000000e+001, 4.49661499e+002
-1.24374990e+001, 7.40844040e+001, -7.00000000e+001, 4.27143829e+002
-1.21250000e+001, 7.83916931e+001, -7.00000000e+001, 4.77380066e+002
-1.24374990e+001, 7.83916931e+001, -7.00000000e+001, 4.58791382e+002
-1.21250000e+001, 7.80870056e+001, -7.00000000e+001, 4.77587494e+002
-1.24374990e+001, 7.80870056e+001, -7.00000000e+001, 4.58941772e+002
-1.21250000e+001, 7.77823181e+001, -7.00000000e+001, 4.77681641e+002
-1.24374990e+001, 7.77823181e+001, -7.00000000e+001, 4.58949799e+002
-1.21250000e+001, 7.74776306e+001, -7.00000000e+001, 4.77652649e+002
-1.24374990e+001, 7.74776306e+001, -7.00000000e+001, 4.58802368e+002
-1.21250000e+001, 7.71729431e+001, -7.00000000e+001, 4.77484222e+002
-1.24374990e+001, 7.71729431e+001, -7.00000000e+001, 4.58479248e+002
-1.21250000e+001, 7.68682556e+001, -7.00000000e+001, 4.77152435e+002
-1.24374990e+001, 7.68682556e+001, -7.00000000e+001, 4.57951569e+002
-1.21250000e+001, 7.65635681e+001, -7.00000000e+001, 4.76624207e+002
-1.24374990e+001, 7.65635681e+001, -7.00000000e+001, 4.57179718e+002
-1.21250000e+001, 7.62588806e+001, -7.00000000e+001, 4.75851318e+002
-1.24374990e+001, 7.62588806e+001, -7.00000000e+001, 4.56109833e+002
-1.21250000e+001, 7.59541931e+001, -7.00000000e+001, 4.74766541e+002
-1.24374990e+001, 7.59541931e+001, -7.00000000e+001, 4.54668365e+002
-1.21250000e+001, 7.56495056e+001, -7.00000000e+001, 4.73275360e+002
-1.24374990e+001, 7.56495056e+001, -7.00000000e+001, 4.52755493e+002
-1.21250000e+001, 7.53448181e+001, -7.00000000e+001, 4.71241364e+002
-1.24374990e+001, 7.53448181e+001, -7.00000000e+001, 4.50233032e+002
-1.21250000e+001, 7.50401306e+001, -7.00000000e+001, 4.68463562e+002
-1.24374990e+001, 7.50401306e+001, -7.00000000e+001, 4.46905487e+002
-1.21250000e+001, 7.47354431e+001, -7.00000000e+001, 4.64621429e+002
-1.24374990e+001, 7.47354431e+001, -7.00000000e+001, 4.42487610e+002
1.20000000e+001, 7.40427322e+001, -7.00000000e+001, 4.56480560e+002
1.20625010e+001, 7.40427322e+001, -7.00000000e+001, 4.54943024e+002
1.20625010e+001, 7.40010681e+001, -7.00000000e+001, 4.53202118e+002
1.20000000e+001, 7.40010681e+001, -7.00000000e+001, 4.54695282e+002
1.20625010e+001, 7.39385681e+001, -7.00000000e+001, 4.50505371e+002
1.20000000e+001, 7.39385681e+001, -7.00000000e+001, 4.52502747e+002
1.19837942e+001, 7.39385681e+001, -7.00000000e+001, 4.52947144e+002
1.19837942e+001, 7.40010681e+001, -7.00000000e+001, 4.54866455e+002
1.21250000e+001, 7.40427322e+001, -7.00000000e+001, 4.52695374e+002
1.21250000e+001, 7.40010681e+001, -7.00000000e+001, 4.50888672e+002
1.24374990e+001, 7.40427322e+001, -7.00000000e+001, 4.30415283e+002
1.24374990e+001, 7.40010681e+001, -7.00000000e+001, 4.28888794e+002
1.21250000e+001, 7.39385681e+001, -7.00000000e+001, 4.47910797e+002
1.24374990e+001, 7.39385681e+001, -7.00000000e+001, 4.26489807e+002
1.17222319e+001, 7.40010681e+001, -7.00000000e+001, 4.60203217e+002
1.17222319e+001, 7.39385681e+001, -7.00000000e+001, 4.58863892e+002
1.16250000e+001, 7.39385681e+001, -7.00000000e+001, 4.60639435e+002
1.16250000e+001, 7.40010681e+001, -7.00000000e+001, 4.61971649e+002
1.12120533e+001, 7.39385681e+001, -7.00000000e+001, 4.66150848e+002
1.12120533e+001, 7.40010681e+001, -7.00000000e+001, 4.67442932e+002
1.17975063e+001, 7.40010681e+001, -7.00000000e+001, 4.58701843e+002
1.17975063e+001, 7.39385681e+001, -7.00000000e+001, 4.57344208e+002
1.18557816e+001, 7.40010681e+001, -7.00000000e+001, 4.57461975e+002
1.18557816e+001, 7.39385681e+001, -7.00000000e+001, 4.56070007e+002
1.19008970e+001, 7.40010681e+001, -7.00000000e+001, 4.56473480e+002
1.19008970e+001, 7.39385681e+001, -7.00000000e+001, 4.55022247e+002
1.19358234e+001, 7.40010681e+001, -7.00000000e+001, 4.55724365e+002
1.19358234e+001, 7.39385681e+001, -7.00000000e+001, 4.54174591e+002
1.19628620e+001, 7.40010681e+001, -7.00000000e+001, 4.55197632e+002
1.19628620e+001, 7.39385681e+001, -7.00000000e+001, 4.53494324e+002
-1.10870543e+001, 7.40010681e+001, -7.00000000e+001, 4.66108765e+002
-1.10870543e+001, 7.39385681e+001, -7.00000000e+001, 4.64824554e+002
-1.15000010e+001, 7.39385681e+001, -7.00000000e+001, 4.59466034e+002
-1.15000010e+001, 7.40010681e+001, -7.00000000e+001, 4.60802155e+002
-1.15983181e+001, 7.39385681e+001, -7.00000000e+001, 4.57771454e+002
-1.15983181e+001, 7.40010681e+001, -7.00000000e+001, 4.59121552e+002
-1.06741076e+001, 7.40010681e+001, -7.00000000e+001, 4.69842560e+002
-1.06741076e+001, 7.39385681e+001, -7.00000000e+001, 4.68590790e+002
-1.02611599e+001, 7.40010681e+001, -7.00000000e+001, 4.72541473e+002
-1.02611599e+001, 7.39385681e+001, -7.00000000e+001, 4.71313538e+002
-9.84821415e+000, 7.40010681e+001, -7.00000000e+001, 4.74500122e+002
-9.84821415e+000, 7.39385681e+001, -7.00000000e+001, 4.73291840e+002
-9.43526840e+000, 7.40010681e+001, -7.00000000e+001, 4.75910767e+002
-9.43526840e+000, 7.39385681e+001, -7.00000000e+001, 4.74718414e+002
-9.02232170e+000, 7.40010681e+001, -7.00000000e+001, 4.76907104e+002
-9.02232170e+000, 7.39385681e+001, -7.00000000e+001, 4.75727722e+002
-8.60937500e+000, 7.40010681e+001, -7.00000000e+001, 4.77585297e+002
-8.60937500e+000, 7.39385681e+001, -7.00000000e+001, 4.76416473e+002
-8.19642925e+000, 7.40010681e+001, -7.00000000e+001, 4.78015289e+002
-8.19642925e+000, 7.39385681e+001, -7.00000000e+001, 4.76855377e+002
-7.78348207e+000, 7.40010681e+001, -7.00000000e+001, 4.78251404e+002
-7.78348207e+000, 7.39385681e+001, -7.00000000e+001, 4.77099030e+002
-7.37053537e+000, 7.40010681e+001, -7.00000000e+001, 4.78335663e+002
-7.37053537e+000, 7.39385681e+001, -7.00000000e+001, 4.77189575e+002
-6.95758915e+000, 7.40010681e+001, -7.00000000e+001, 4.78297974e+002
-6.95758915e+000, 7.39385681e+001, -7.00000000e+001, 4.77157379e+002
-6.54464293e+000, 7.40010681e+001, -7.00000000e+001, 4.78163727e+002
-6.54464293e+000, 7.39385681e+001, -7.00000000e+001, 4.77027863e+002
-6.13169622e+000, 7.40010681e+001, -7.00000000e+001, 4.77953888e+002
-6.13169622e+000, 7.39385681e+001, -7.00000000e+001, 4.76822510e+002
-5.71875000e+000, 7.40010681e+001, -7.00000000e+001, 4.77688019e+002
-5.71875000e+000, 7.39385681e+001, -7.00000000e+001, 4.76561035e+002
-5.30580378e+000, 7.40010681e+001, -7.00000000e+001, 4.77382721e+002
-5.30580378e+000, 7.39385681e+001, -7.00000000e+001, 4.76259796e+002
-4.89285707e+000, 7.40010681e+001, -7.00000000e+001, 4.77051361e+002
-4.89285707e+000, 7.39385681e+001, -7.00000000e+001, 4.75932281e+002
-4.47991085e+000, 7.40010681e+001, -7.00000000e+001, 4.76703766e+002
-4.47991085e+000, 7.39385681e+001, -7.00000000e+001, 4.75587860e+002
-4.06696415e+000, 7.40010681e+001, -7.00000000e+001, 4.76346466e+002
-4.06696415e+000, 7.39385681e+001, -7.00000000e+001, 4.75233795e+002
-3.65401793e+000, 7.40010681e+001, -7.00000000e+001, 4.75986572e+002
-3.65401793e+000, 7.39385681e+001, -7.00000000e+001, 4.74877167e+002
-3.24107146e+000, 7.40010681e+001, -7.00000000e+001, 4.75632477e+002
-3.24107146e+000, 7.39385681e+001, -7.00000000e+001, 4.74526276e+002
-2.82812500e+000, 7.40010681e+001, -7.00000000e+001, 4.75290253e+002
-2.82812500e+000, 7.39385681e+001, -7.00000000e+001, 4.74186554e+002
-2.41517854e+000, 7.40010681e+001, -7.00000000e+001, 4.74962860e+002
-2.41517854e+000, 7.39385681e+001, -7.00000000e+001, 4.73861145e+002
-2.00223231e+000, 7.40010681e+001, -7.00000000e+001, 4.74649750e+002
-2.00223231e+000, 7.39385681e+001, -7.00000000e+001, 4.73549683e+002
-1.58928585e+000, 7.40010681e+001, -7.00000000e+001, 4.74350586e+002
-1.58928585e+000, 7.39385681e+001, -7.00000000e+001, 4.73252075e+002
-1.17633939e+000, 7.40010681e+001, -7.00000000e+001, 4.74065491e+002
-1.17633939e+000, 7.39385681e+001, -7.00000000e+001, 4.72968628e+002
-7.63392925e-001, 7.40010681e+001, -7.00000000e+001, 4.73796783e+002
-7.63392925e-001, 7.39385681e+001, -7.00000000e+001, 4.72701538e+002
-3.50446522e-001, 7.40010681e+001, -7.00000000e+001, 4.73548035e+002
-3.50446522e-001, 7.39385681e+001, -7.00000000e+001, 4.72454346e+002
6.24998994e-002, 7.40010681e+001, -7.00000000e+001, 4.73322479e+002
6.24998994e-002, 7.39385681e+001, -7.00000000e+001, 4.72230347e+002
4.75446343e-001, 7.40010681e+001, -7.00000000e+001, 4.73122772e+002
4.75446343e-001, 7.39385681e+001, -7.00000000e+001, 4.72031921e+002
8.88392806e-001, 7.40010681e+001, -7.00000000e+001, 4.72951141e+002
8.88392806e-001, 7.39385681e+001, -7.00000000e+001, 4.71861298e+002
1.30133927e+000, 7.40010681e+001, -7.00000000e+001, 4.72807770e+002
1.30133927e+000, 7.39385681e+001, -7.00000000e+001, 4.71718933e+002
1.71428561e+000, 7.40010681e+001, -7.00000000e+001, 4.72694855e+002
1.71428561e+000, 7.39385681e+001, -7.00000000e+001, 4.71606964e+002
2.12723207e+000, 7.40010681e+001, -7.00000000e+001, 4.72613647e+002
2.12723207e+000, 7.39385681e+001, -7.00000000e+001, 4.71526550e+002
2.54017830e+000, 7.40010681e+001, -7.00000000e+001, 4.72565643e+002
2.54017830e+000, 7.39385681e+001, -7.00000000e+001, 4.71479218e+002
2.95312476e+000, 7.40010681e+001, -7.00000000e+001, 4.72552582e+002
2.95312476e+000, 7.39385681e+001, -7.00000000e+001, 4.71466797e+002
3.36607146e+000, 7.40010681e+001, -7.00000000e+001, 4.72576843e+002
3.36607146e+000, 7.39385681e+001, -7.00000000e+001, 4.71491516e+002
3.77901769e+000, 7.40010681e+001, -7.00000000e+001, 4.72639801e+002
3.77901769e+000, 7.39385681e+001, -7.00000000e+001, 4.71554688e+002
4.19196415e+000, 7.40010681e+001, -7.00000000e+001, 4.72741425e+002
4.19196415e+000, 7.39385681e+001, -7.00000000e+001, 4.71656311e+002
4.60491037e+000, 7.40010681e+001, -7.00000000e+001, 4.72882721e+002
4.60491037e+000, 7.39385681e+001, -7.00000000e+001, 4.71797272e+002
5.01785707e+000, 7.40010681e+001, -7.00000000e+001, 4.73062103e+002
5.01785707e+000, 7.39385681e+001, -7.00000000e+001, 4.71976105e+002
5.43080330e+000, 7.40010681e+001, -7.00000000e+001, 4.73278778e+002
5.43080330e+000, 7.39385681e+001, -7.00000000e+001, 4.72191559e+002
5.84374952e+000, 7.40010681e+001, -7.00000000e+001, 4.73527283e+002
5.84374952e+000, 7.39385681e+001, -7.00000000e+001, 4.72438873e+002
6.25669622e+000, 7.40010681e+001, -7.00000000e+001, 4.73804474e+002
6.25669622e+000, 7.39385681e+001, -7.00000000e+001, 4.72713959e+002
6.66964245e+000, 7.40010681e+001, -7.00000000e+001, 4.74101654e+002
6.66964245e+000, 7.39385681e+001, -7.00000000e+001, 4.73008606e+002
7.08258915e+000, 7.40010681e+001, -7.00000000e+001, 4.74408936e+002
7.08258915e+000, 7.39385681e+001, -7.00000000e+001, 4.73312592e+002
7.49553585e+000, 7.40010681e+001, -7.00000000e+001, 4.74714233e+002
7.49553585e+000, 7.39385681e+001, -7.00000000e+001, 4.73613403e+002
7.90848207e+000, 7.40010681e+001, -7.00000000e+001, 4.74997803e+002
7.90848207e+000, 7.39385681e+001, -7.00000000e+001, 4.73890930e+002
8.32142830e+000, 7.40010681e+001, -7.00000000e+001, 4.75231354e+002
8.32142830e+000, 7.39385681e+001, -7.00000000e+001, 4.74116028e+002
8.73437500e+000, 7.40010681e+001, -7.00000000e+001, 4.75373199e+002
8.73437500e+000, 7.39385681e+001, -7.00000000e+001, 4.74246124e+002
9.14732170e+000, 7.40010681e+001, -7.00000000e+001, 4.75355621e+002
9.14732170e+000, 7.39385681e+001, -7.00000000e+001, 4.74212830e+002
9.56026745e+000, 7.40010681e+001, -7.00000000e+001, 4.75080078e+002
9.56026745e+000, 7.39385681e+001, -7.00000000e+001, 4.73916962e+002
9.97321415e+000, 7.40010681e+001, -7.00000000e+001, 4.74406189e+002
9.97321415e+000, 7.39385681e+001, -7.00000000e+001, 4.73217133e+002
1.03861609e+001, 7.40010681e+001, -7.00000000e+001, 4.73128693e+002
1.03861609e+001, 7.39385681e+001, -7.00000000e+001, 4.71908325e+002
1.07991076e+001, 7.40010681e+001, -7.00000000e+001, 4.70953827e+002
1.07991076e+001, 7.39385681e+001, -7.00000000e+001, 4.69696991e+002
-1.20000000e+001, 7.40427322e+001, -7.00000000e+001, 4.51949036e+002
-1.20000000e+001, 7.40010681e+001, -7.00000000e+001, 4.50388092e+002
-1.20625010e+001, 7.40010681e+001, -7.00000000e+001, 4.48761841e+002
-1.20625010e+001, 7.40427322e+001, -7.00000000e+001, 4.50369354e+002
-1.19803362e+001, 7.40010681e+001, -7.00000000e+001, 4.50733948e+002
-1.19803362e+001, 7.39385681e+001, -7.00000000e+001, 4.48932007e+002
-1.20000000e+001, 7.39385681e+001, -7.00000000e+001, 4.48341888e+002
-1.20625010e+001, 7.39385681e+001, -7.00000000e+001, 4.46218292e+002
-1.19568224e+001, 7.40010681e+001, -7.00000000e+001, 4.51243927e+002
-1.19568224e+001, 7.39385681e+001, -7.00000000e+001, 4.49608185e+002
-1.19287033e+001, 7.40010681e+001, -7.00000000e+001, 4.51917999e+002
-1.19287033e+001, 7.39385681e+001, -7.00000000e+001, 4.50388031e+002
-1.18950796e+001, 7.40010681e+001, -7.00000000e+001, 4.52751862e+002
-1.18950796e+001, 7.39385681e+001, -7.00000000e+001, 4.51286499e+002
-1.18548708e+001, 7.40010681e+001, -7.00000000e+001, 4.53739471e+002
-1.18548708e+001, 7.39385681e+001, -7.00000000e+001, 4.52313446e+002
-1.18067894e+001, 7.40010681e+001, -7.00000000e+001, 4.54874420e+002
-1.18067894e+001, 7.39385681e+001, -7.00000000e+001, 4.53474426e+002
-1.17492924e+001, 7.40010681e+001, -7.00000000e+001, 4.56151917e+002
-1.17492924e+001, 7.39385681e+001, -7.00000000e+001, 4.54771576e+002
-1.16805372e+001, 7.40010681e+001, -7.00000000e+001, 4.57569153e+002
-1.16805372e+001, 7.39385681e+001, -7.00000000e+001, 4.56204742e+002
-1.21250000e+001, 7.40010681e+001, -7.00000000e+001, 4.46381927e+002
-1.21250000e+001, 7.40427322e+001, -7.00000000e+001, 4.48084656e+002
-1.24374990e+001, 7.40010681e+001, -7.00000000e+001, 4.24296173e+002
-1.24374990e+001, 7.40427322e+001, -7.00000000e+001, 4.25749481e+002
-1.21250000e+001, 7.39385681e+001, -7.00000000e+001, 4.43545929e+002
-1.24374990e+001, 7.39385681e+001, -7.00000000e+001, 4.22004517e+002
1.20625010e+001, 7.38760681e+001, -7.00000000e+001, 4.47440125e+002
1.20000000e+001, 7.38760681e+001, -7.00000000e+001, 4.49819122e+002
1.19837942e+001, 7.38760681e+001, -7.00000000e+001, 4.50364746e+002
1.20625010e+001, 7.35635681e+001, -7.00000000e+001, 4.24823883e+002
1.20000000e+001, 7.35635681e+001, -7.00000000e+001, 4.26852142e+002
1.19837942e+001, 7.35635681e+001, -7.00000000e+001, 4.27353210e+002
1.21250000e+001, 7.38760681e+001, -7.00000000e+001, 4.44524353e+002
1.24374990e+001, 7.38760681e+001, -7.00000000e+001, 4.23965027e+002
1.21250000e+001, 7.35635681e+001, -7.00000000e+001, 4.22643829e+002
1.24374990e+001, 7.35635681e+001, -7.00000000e+001, 4.09708038e+002
1.17222319e+001, 7.38760681e+001, -7.00000000e+001, 4.56810822e+002
1.16250000e+001, 7.38760681e+001, -7.00000000e+001, 4.58612518e+002
1.12120533e+001, 7.38760681e+001, -7.00000000e+001, 4.64198669e+002
1.17222319e+001, 7.35635681e+001, -7.00000000e+001, 4.34184753e+002
1.16250000e+001, 7.35635681e+001, -7.00000000e+001, 4.36233795e+002
1.12120533e+001, 7.35635681e+001, -7.00000000e+001, 4.42719574e+002
1.17975063e+001, 7.38760681e+001, -7.00000000e+001, 4.55253876e+002
1.17975063e+001, 7.35635681e+001, -7.00000000e+001, 4.32436035e+002
1.18557816e+001, 7.38760681e+001, -7.00000000e+001, 4.53921722e+002
1.18557816e+001, 7.35635681e+001, -7.00000000e+001, 4.30970703e+002
1.19008970e+001, 7.38760681e+001, -7.00000000e+001, 4.52789093e+002
1.19008970e+001, 7.35635681e+001, -7.00000000e+001, 4.29761810e+002
1.19358234e+001, 7.38760681e+001, -7.00000000e+001, 4.51832092e+002
1.19358234e+001, 7.35635681e+001, -7.00000000e+001, 4.28777771e+002
1.19628620e+001, 7.38760681e+001, -7.00000000e+001, 4.51030029e+002
1.19628620e+001, 7.35635681e+001, -7.00000000e+001, 4.27985474e+002
-1.10870543e+001, 7.38760681e+001, -7.00000000e+001, 4.62904053e+002
-1.15000010e+001, 7.38760681e+001, -7.00000000e+001, 4.57466095e+002
-1.15983181e+001, 7.38760681e+001, -7.00000000e+001, 4.55748047e+002
-1.10870543e+001, 7.35635681e+001, -7.00000000e+001, 4.41908447e+002
-1.15000010e+001, 7.35635681e+001, -7.00000000e+001, 4.35624176e+002
-1.15983181e+001, 7.35635681e+001, -7.00000000e+001, 4.33685455e+002
-1.06741076e+001, 7.38760681e+001, -7.00000000e+001, 4.66726074e+002
-1.06741076e+001, 7.35635681e+001, -7.00000000e+001, 4.46390839e+002
-1.02611599e+001, 7.38760681e+001, -7.00000000e+001, 4.69490997e+002
-1.02611599e+001, 7.35635681e+001, -7.00000000e+001, 4.49674377e+002
-9.84821415e+000, 7.38760681e+001, -7.00000000e+001, 4.71502930e+002
-9.84821415e+000, 7.35635681e+001, -7.00000000e+001, 4.52101135e+002
-9.43526840e+000, 7.38760681e+001, -7.00000000e+001, 4.72956543e+002
-9.43526840e+000, 7.35635681e+001, -7.00000000e+001, 4.53889587e+002
-9.02232170e+000, 7.38760681e+001, -7.00000000e+001, 4.73987701e+002
-9.02232170e+000, 7.35635681e+001, -7.00000000e+001, 4.55191589e+002
-8.60937500e+000, 7.38760681e+001, -7.00000000e+001, 4.74694031e+002
-8.60937500e+000, 7.35635681e+001, -7.00000000e+001, 4.56117310e+002
-8.19642925e+000, 7.38760681e+001, -7.00000000e+001, 4.75147644e+002
-8.19642925e+000, 7.35635681e+001, -7.00000000e+001, 4.56749329e+002
-7.78348207e+000, 7.38760681e+001, -7.00000000e+001, 4.75403290e+002
-7.78348207e+000, 7.35635681e+001, -7.00000000e+001, 4.57150726e+002
-7.37053537e+000, 7.38760681e+001, -7.00000000e+001, 4.75503815e+002
-7.37053537e+000, 7.35635681e+001, -7.00000000e+001, 4.57370605e+002
-6.95758915e+000, 7.38760681e+001, -7.00000000e+001, 4.75480103e+002
-6.95758915e+000, 7.35635681e+001, -7.00000000e+001, 4.57446655e+002
-6.54464293e+000, 7.38760681e+001, -7.00000000e+001, 4.75357819e+002
-6.54464293e+000, 7.35635681e+001, -7.00000000e+001, 4.57409302e+002
-6.13169622e+000, 7.38760681e+001, -7.00000000e+001, 4.75159302e+002
-6.13169622e+000, 7.35635681e+001, -7.00000000e+001, 4.57283783e+002
-5.71875000e+000, 7.38760681e+001, -7.00000000e+001, 4.74903748e+002
-5.71875000e+000, 7.35635681e+001, -7.00000000e+001, 4.57091400e+002
-5.30580378e+000, 7.38760681e+001, -7.00000000e+001, 4.74608002e+002
-5.30580378e+000, 7.35635681e+001, -7.00000000e+001, 4.56849915e+002
-4.89285707e+000, 7.38760681e+001, -7.00000000e+001, 4.74285004e+002
-4.89285707e+000, 7.35635681e+001, -7.00000000e+001, 4.56573792e+002
-4.47991085e+000, 7.38760681e+001, -7.00000000e+001, 4.73944763e+002
-4.47991085e+000, 7.35635681e+001, -7.00000000e+001, 4.56274231e+002
-4.06696415e+000, 7.38760681e+001, -7.00000000e+001, 4.73594513e+002
-4.06696415e+000, 7.35635681e+001, -7.00000000e+001, 4.55960205e+002
-3.65401793e+000, 7.38760681e+001, -7.00000000e+001, 4.73241638e+002
-3.65401793e+000, 7.35635681e+001, -7.00000000e+001, 4.55639618e+002
-3.24107146e+000, 7.38760681e+001, -7.00000000e+001, 4.72893921e+002
-3.24107146e+000, 7.35635681e+001, -7.00000000e+001, 4.55319977e+002
-2.82812500e+000, 7.38760681e+001, -7.00000000e+001, 4.72557068e+002
-2.82812500e+000, 7.35635681e+001, -7.00000000e+001, 4.55006470e+002
-2.41517854e+000, 7.38760681e+001, -7.00000000e+001, 4.72233856e+002
-2.41517854e+000, 7.35635681e+001, -7.00000000e+001, 4.54702820e+002
-2.00223231e+000, 7.38760681e+001, -7.00000000e+001, 4.71924377e+002
-2.00223231e+000, 7.35635681e+001, -7.00000000e+001, 4.54410522e+002
-1.58928585e+000, 7.38760681e+001, -7.00000000e+001, 4.71628510e+002
-1.58928585e+000, 7.35635681e+001, -7.00000000e+001, 4.54130798e+002
