
[Name]
SS304 At Air Outlet Flange

[Spatial Fields]
x, y, z

[Data]
x [ in ], y [ in ], z [ in ], Temperature [ F ]
-1.17633939e+000, 7.38760681e+001, -7.00000000e+001, 4.71346832e+002
-1.17633939e+000, 7.35635681e+001, -7.00000000e+001, 4.53865112e+002
-7.63392925e-001, 7.38760681e+001, -7.00000000e+001, 4.71081604e+002
-7.63392925e-001, 7.35635681e+001, -7.00000000e+001, 4.53615479e+002
-3.50446522e-001, 7.38760681e+001, -7.00000000e+001, 4.70836273e+002
-3.50446522e-001, 7.35635681e+001, -7.00000000e+001, 4.53384766e+002
6.24998994e-002, 7.38760681e+001, -7.00000000e+001, 4.70613708e+002
6.24998994e-002, 7.35635681e+001, -7.00000000e+001, 4.53175537e+002
4.75446343e-001, 7.38760681e+001, -7.00000000e+001, 4.70416718e+002
4.75446343e-001, 7.35635681e+001, -7.00000000e+001, 4.52990082e+002
8.88392806e-001, 7.38760681e+001, -7.00000000e+001, 4.70247406e+002
8.88392806e-001, 7.35635681e+001, -7.00000000e+001, 4.52830414e+002
1.30133927e+000, 7.38760681e+001, -7.00000000e+001, 4.70106140e+002
1.30133927e+000, 7.35635681e+001, -7.00000000e+001, 4.52697693e+002
1.71428561e+000, 7.38760681e+001, -7.00000000e+001, 4.69995056e+002
1.71428561e+000, 7.35635681e+001, -7.00000000e+001, 4.52593536e+002
2.12723207e+000, 7.38760681e+001, -7.00000000e+001, 4.69915405e+002
2.12723207e+000, 7.35635681e+001, -7.00000000e+001, 4.52519165e+002
2.54017830e+000, 7.38760681e+001, -7.00000000e+001, 4.69868622e+002
2.54017830e+000, 7.35635681e+001, -7.00000000e+001, 4.52476044e+002
2.95312476e+000, 7.38760681e+001, -7.00000000e+001, 4.69856750e+002
2.95312476e+000, 7.35635681e+001, -7.00000000e+001, 4.52465454e+002
3.36607146e+000, 7.38760681e+001, -7.00000000e+001, 4.69881561e+002
3.36607146e+000, 7.35635681e+001, -7.00000000e+001, 4.52488556e+002
3.77901769e+000, 7.38760681e+001, -7.00000000e+001, 4.69944733e+002
3.77901769e+000, 7.35635681e+001, -7.00000000e+001, 4.52546021e+002
4.19196415e+000, 7.38760681e+001, -7.00000000e+001, 4.70045807e+002
4.19196415e+000, 7.35635681e+001, -7.00000000e+001, 4.52637543e+002
4.60491037e+000, 7.38760681e+001, -7.00000000e+001, 4.70185791e+002
4.60491037e+000, 7.35635681e+001, -7.00000000e+001, 4.52762299e+002
5.01785707e+000, 7.38760681e+001, -7.00000000e+001, 4.70363220e+002
5.01785707e+000, 7.35635681e+001, -7.00000000e+001, 4.52918121e+002
5.43080330e+000, 7.38760681e+001, -7.00000000e+001, 4.70576447e+002
5.43080330e+000, 7.35635681e+001, -7.00000000e+001, 4.53101563e+002
5.84374952e+000, 7.38760681e+001, -7.00000000e+001, 4.70820801e+002
5.84374952e+000, 7.35635681e+001, -7.00000000e+001, 4.53306824e+002
6.25669622e+000, 7.38760681e+001, -7.00000000e+001, 4.71092041e+002
6.25669622e+000, 7.35635681e+001, -7.00000000e+001, 4.53526489e+002
6.66964245e+000, 7.38760681e+001, -7.00000000e+001, 4.71381653e+002
6.66964245e+000, 7.35635681e+001, -7.00000000e+001, 4.53749481e+002
7.08258915e+000, 7.38760681e+001, -7.00000000e+001, 4.71679169e+002
7.08258915e+000, 7.35635681e+001, -7.00000000e+001, 4.53960999e+002
7.49553585e+000, 7.38760681e+001, -7.00000000e+001, 4.71971405e+002
7.49553585e+000, 7.35635681e+001, -7.00000000e+001, 4.54141296e+002
7.90848207e+000, 7.38760681e+001, -7.00000000e+001, 4.72237579e+002
7.90848207e+000, 7.35635681e+001, -7.00000000e+001, 4.54262360e+002
8.32142830e+000, 7.38760681e+001, -7.00000000e+001, 4.72447662e+002
8.32142830e+000, 7.35635681e+001, -7.00000000e+001, 4.54284821e+002
8.73437500e+000, 7.38760681e+001, -7.00000000e+001, 4.72557953e+002
8.73437500e+000, 7.35635681e+001, -7.00000000e+001, 4.54153320e+002
9.14732170e+000, 7.38760681e+001, -7.00000000e+001, 4.72499176e+002
9.14732170e+000, 7.35635681e+001, -7.00000000e+001, 4.53788788e+002
9.56026745e+000, 7.38760681e+001, -7.00000000e+001, 4.72170898e+002
9.56026745e+000, 7.35635681e+001, -7.00000000e+001, 4.53081055e+002
9.97321415e+000, 7.38760681e+001, -7.00000000e+001, 4.71430969e+002
9.97321415e+000, 7.35635681e+001, -7.00000000e+001, 4.51878540e+002
1.03861609e+001, 7.38760681e+001, -7.00000000e+001, 4.70073822e+002
1.03861609e+001, 7.35635681e+001, -7.00000000e+001, 4.49970886e+002
1.07991076e+001, 7.38760681e+001, -7.00000000e+001, 4.67806152e+002
1.07991076e+001, 7.35635681e+001, -7.00000000e+001, 4.47062653e+002
-1.19803362e+001, 7.38760681e+001, -7.00000000e+001, 4.46446045e+002
-1.20000000e+001, 7.38760681e+001, -7.00000000e+001, 4.45751160e+002
-1.20625010e+001, 7.38760681e+001, -7.00000000e+001, 4.43271973e+002
-1.19803362e+001, 7.35635681e+001, -7.00000000e+001, 4.23902954e+002
-1.20000000e+001, 7.35635681e+001, -7.00000000e+001, 4.23273956e+002
-1.20625010e+001, 7.35635681e+001, -7.00000000e+001, 4.21178314e+002
-1.19568224e+001, 7.38760681e+001, -7.00000000e+001, 4.47228973e+002
-1.19568224e+001, 7.35635681e+001, -7.00000000e+001, 4.24636353e+002
-1.19287033e+001, 7.38760681e+001, -7.00000000e+001, 4.48106018e+002
-1.19287033e+001, 7.35635681e+001, -7.00000000e+001, 4.25487091e+002
-1.18950796e+001, 7.38760681e+001, -7.00000000e+001, 4.49083801e+002
-1.18950796e+001, 7.35635681e+001, -7.00000000e+001, 4.26467896e+002
-1.18548708e+001, 7.38760681e+001, -7.00000000e+001, 4.50170135e+002
-1.18548708e+001, 7.35635681e+001, -7.00000000e+001, 4.27591125e+002
-1.18067894e+001, 7.38760681e+001, -7.00000000e+001, 4.51373230e+002
-1.18067894e+001, 7.35635681e+001, -7.00000000e+001, 4.28867645e+002
-1.17492924e+001, 7.38760681e+001, -7.00000000e+001, 4.52700989e+002
-1.17492924e+001, 7.35635681e+001, -7.00000000e+001, 4.30305969e+002
-1.16805372e+001, 7.38760681e+001, -7.00000000e+001, 4.54158722e+002
-1.16805372e+001, 7.35635681e+001, -7.00000000e+001, 4.31911499e+002
-1.21250000e+001, 7.38760681e+001, -7.00000000e+001, 4.40284363e+002
-1.24374990e+001, 7.38760681e+001, -7.00000000e+001, 4.19583466e+002
-1.21250000e+001, 7.35635681e+001, -7.00000000e+001, 4.18937256e+002
-1.24374990e+001, 7.35635681e+001, -7.00000000e+001, 4.05789642e+002
1.20000000e+001, 8.41250000e+001, -7.00000000e+001, 4.51258698e+002
1.20625010e+001, 8.41250000e+001, -7.00000000e+001, 4.48772614e+002
1.19837942e+001, 8.41250000e+001, -7.00000000e+001, 4.51839508e+002
1.20000000e+001, 8.44375000e+001, -7.00000000e+001, 4.28699371e+002
1.20625010e+001, 8.44375000e+001, -7.00000000e+001, 4.26589294e+002
1.19837942e+001, 8.44375000e+001, -7.00000000e+001, 4.29223541e+002
1.21250000e+001, 8.41250000e+001, -7.00000000e+001, 4.45788879e+002
1.24374990e+001, 8.41250000e+001, -7.00000000e+001, 4.25201324e+002
1.21250000e+001, 8.44375000e+001, -7.00000000e+001, 4.24338837e+002
1.24374990e+001, 8.44375000e+001, -7.00000000e+001, 4.11207764e+002
1.16250000e+001, 8.41250000e+001, -7.00000000e+001, 4.61223206e+002
1.17222319e+001, 8.41250000e+001, -7.00000000e+001, 4.59098724e+002
1.12120533e+001, 8.41250000e+001, -7.00000000e+001, 4.67829987e+002
1.16250000e+001, 8.44375000e+001, -7.00000000e+001, 4.38742706e+002
1.17222319e+001, 8.44375000e+001, -7.00000000e+001, 4.36507538e+002
1.12120533e+001, 8.44375000e+001, -7.00000000e+001, 4.45974396e+002
1.17975063e+001, 8.41250000e+001, -7.00000000e+001, 4.57284363e+002
1.17975063e+001, 8.44375000e+001, -7.00000000e+001, 4.34617432e+002
1.18557816e+001, 8.41250000e+001, -7.00000000e+001, 4.55758148e+002
1.18557816e+001, 8.44375000e+001, -7.00000000e+001, 4.33047119e+002
1.19008970e+001, 8.41250000e+001, -7.00000000e+001, 4.54484467e+002
1.19008970e+001, 8.44375000e+001, -7.00000000e+001, 4.31761169e+002
1.19358234e+001, 8.41250000e+001, -7.00000000e+001, 4.53427124e+002
1.19358234e+001, 8.44375000e+001, -7.00000000e+001, 4.30720642e+002
1.19628620e+001, 8.41250000e+001, -7.00000000e+001, 4.52554443e+002
1.19628620e+001, 8.44375000e+001, -7.00000000e+001, 4.29886658e+002
-1.15000010e+001, 8.41250000e+001, -7.00000000e+001, 4.37574310e+002
-1.10870543e+001, 8.41250000e+001, -7.00000000e+001, 4.44462280e+002
-1.15983181e+001, 8.41250000e+001, -7.00000000e+001, 4.35555328e+002
-1.15000010e+001, 8.44375000e+001, -7.00000000e+001, 4.17323303e+002
-1.10870543e+001, 8.44375000e+001, -7.00000000e+001, 4.24499298e+002
-1.15983181e+001, 8.44375000e+001, -7.00000000e+001, 4.15252502e+002
-1.06741076e+001, 8.41250000e+001, -7.00000000e+001, 4.49691895e+002
-1.06741076e+001, 8.44375000e+001, -7.00000000e+001, 4.29992096e+002
-1.02611599e+001, 8.41250000e+001, -7.00000000e+001, 4.53638550e+002
-1.02611599e+001, 8.44375000e+001, -7.00000000e+001, 4.34199463e+002
-9.84821415e+000, 8.41250000e+001, -7.00000000e+001, 4.56526550e+002
-9.84821415e+000, 8.44375000e+001, -7.00000000e+001, 4.37367798e+002
-9.43526840e+000, 8.41250000e+001, -7.00000000e+001, 4.58571533e+002
-9.43526840e+000, 8.44375000e+001, -7.00000000e+001, 4.39697510e+002
-9.02232170e+000, 8.41250000e+001, -7.00000000e+001, 4.59968719e+002
-9.02232170e+000, 8.44375000e+001, -7.00000000e+001, 4.41360687e+002
-8.60937500e+000, 8.41250000e+001, -7.00000000e+001, 4.60870361e+002
-8.60937500e+000, 8.44375000e+001, -7.00000000e+001, 4.42497833e+002
-8.19642925e+000, 8.41250000e+001, -7.00000000e+001, 4.61388824e+002
-8.19642925e+000, 8.44375000e+001, -7.00000000e+001, 4.43218536e+002
-7.78348207e+000, 8.41250000e+001, -7.00000000e+001, 4.61608002e+002
-7.78348207e+000, 8.44375000e+001, -7.00000000e+001, 4.43607391e+002
-7.37053537e+000, 8.41250000e+001, -7.00000000e+001, 4.61585083e+002
-7.37053537e+000, 8.44375000e+001, -7.00000000e+001, 4.43727570e+002
-6.95758915e+000, 8.41250000e+001, -7.00000000e+001, 4.61365753e+002
-6.95758915e+000, 8.44375000e+001, -7.00000000e+001, 4.43628143e+002
-6.54464293e+000, 8.41250000e+001, -7.00000000e+001, 4.60982758e+002
-6.54464293e+000, 8.44375000e+001, -7.00000000e+001, 4.43345978e+002
-6.13169622e+000, 8.41250000e+001, -7.00000000e+001, 4.60460205e+002
-6.13169622e+000, 8.44375000e+001, -7.00000000e+001, 4.42908600e+002
-5.71875000e+000, 8.41250000e+001, -7.00000000e+001, 4.59814301e+002
-5.71875000e+000, 8.44375000e+001, -7.00000000e+001, 4.42336090e+002
-5.30580378e+000, 8.41250000e+001, -7.00000000e+001, 4.59056091e+002
-5.30580378e+000, 8.44375000e+001, -7.00000000e+001, 4.41642700e+002
-4.89285707e+000, 8.41250000e+001, -7.00000000e+001, 4.58191620e+002
-4.89285707e+000, 8.44375000e+001, -7.00000000e+001, 4.40837952e+002
-4.47991085e+000, 8.41250000e+001, -7.00000000e+001, 4.57223907e+002
-4.47991085e+000, 8.44375000e+001, -7.00000000e+001, 4.39927948e+002
-4.06696415e+000, 8.41250000e+001, -7.00000000e+001, 4.56154205e+002
-4.06696415e+000, 8.44375000e+001, -7.00000000e+001, 4.38917145e+002
-3.65401793e+000, 8.41250000e+001, -7.00000000e+001, 4.54981628e+002
-3.65401793e+000, 8.44375000e+001, -7.00000000e+001, 4.37808258e+002
-3.24107146e+000, 8.41250000e+001, -7.00000000e+001, 4.53705750e+002
-3.24107146e+000, 8.44375000e+001, -7.00000000e+001, 4.36604370e+002
-2.82812500e+000, 8.41250000e+001, -7.00000000e+001, 4.52325806e+002
-2.82812500e+000, 8.44375000e+001, -7.00000000e+001, 4.35309235e+002
-2.41517854e+000, 8.41250000e+001, -7.00000000e+001, 4.50842651e+002
-2.41517854e+000, 8.44375000e+001, -7.00000000e+001, 4.33929260e+002
-2.00223231e+000, 8.41250000e+001, -7.00000000e+001, 4.49260071e+002
-2.00223231e+000, 8.44375000e+001, -7.00000000e+001, 4.32475159e+002
-1.58928585e+000, 8.41250000e+001, -7.00000000e+001, 4.47588379e+002
-1.58928585e+000, 8.44375000e+001, -7.00000000e+001, 4.30965759e+002
-1.17633939e+000, 8.41250000e+001, -7.00000000e+001, 4.45853424e+002
-1.17633939e+000, 8.44375000e+001, -7.00000000e+001, 4.29433807e+002
-7.63392925e-001, 8.41250000e+001, -7.00000000e+001, 4.44103638e+002
-7.63392925e-001, 8.44375000e+001, -7.00000000e+001, 4.27931824e+002
-3.50446522e-001, 8.41250000e+001, -7.00000000e+001, 4.42416412e+002
-3.50446522e-001, 8.44375000e+001, -7.00000000e+001, 4.26537598e+002
6.24998994e-002, 8.41250000e+001, -7.00000000e+001, 4.40914307e+002
6.24998994e-002, 8.44375000e+001, -7.00000000e+001, 4.25363159e+002
4.75446343e-001, 8.41250000e+001, -7.00000000e+001, 4.39789185e+002
4.75446343e-001, 8.44375000e+001, -7.00000000e+001, 4.24561584e+002
8.88392806e-001, 8.41250000e+001, -7.00000000e+001, 4.39318329e+002
8.88392806e-001, 8.44375000e+001, -7.00000000e+001, 4.24316864e+002
1.30133927e+000, 8.41250000e+001, -7.00000000e+001, 4.39741791e+002
1.30133927e+000, 8.44375000e+001, -7.00000000e+001, 4.24774994e+002
1.71428561e+000, 8.41250000e+001, -7.00000000e+001, 4.41049103e+002
1.71428561e+000, 8.44375000e+001, -7.00000000e+001, 4.25961151e+002
2.12723207e+000, 8.41250000e+001, -7.00000000e+001, 4.43216919e+002
2.12723207e+000, 8.44375000e+001, -7.00000000e+001, 4.27844574e+002
2.54017830e+000, 8.41250000e+001, -7.00000000e+001, 4.46170013e+002
2.54017830e+000, 8.44375000e+001, -7.00000000e+001, 4.30326660e+002
2.95312476e+000, 8.41250000e+001, -7.00000000e+001, 4.49573181e+002
2.95312476e+000, 8.44375000e+001, -7.00000000e+001, 4.33180206e+002
3.36607146e+000, 8.41250000e+001, -7.00000000e+001, 4.53001068e+002
3.36607146e+000, 8.44375000e+001, -7.00000000e+001, 4.36130981e+002
3.77901769e+000, 8.41250000e+001, -7.00000000e+001, 4.56206451e+002
3.77901769e+000, 8.44375000e+001, -7.00000000e+001, 4.38982635e+002
4.19196415e+000, 8.41250000e+001, -7.00000000e+001, 4.59096954e+002
4.19196415e+000, 8.44375000e+001, -7.00000000e+001, 4.41632690e+002
4.60491037e+000, 8.41250000e+001, -7.00000000e+001, 4.61666534e+002
4.60491037e+000, 8.44375000e+001, -7.00000000e+001, 4.44045563e+002
5.01785707e+000, 8.41250000e+001, -7.00000000e+001, 4.63945099e+002
5.01785707e+000, 8.44375000e+001, -7.00000000e+001, 4.46222412e+002
5.43080330e+000, 8.41250000e+001, -7.00000000e+001, 4.65975494e+002
5.43080330e+000, 8.44375000e+001, -7.00000000e+001, 4.48181885e+002
5.84374952e+000, 8.41250000e+001, -7.00000000e+001, 4.67799988e+002
5.84374952e+000, 8.44375000e+001, -7.00000000e+001, 4.49947754e+002
6.25669622e+000, 8.41250000e+001, -7.00000000e+001, 4.69456512e+002
6.25669622e+000, 8.44375000e+001, -7.00000000e+001, 4.51542603e+002
6.66964245e+000, 8.41250000e+001, -7.00000000e+001, 4.70972076e+002
6.66964245e+000, 8.44375000e+001, -7.00000000e+001, 4.52981567e+002
7.08258915e+000, 8.41250000e+001, -7.00000000e+001, 4.72360962e+002
7.08258915e+000, 8.44375000e+001, -7.00000000e+001, 4.54270050e+002
7.49553585e+000, 8.41250000e+001, -7.00000000e+001, 4.73624298e+002
7.49553585e+000, 8.44375000e+001, -7.00000000e+001, 4.55400757e+002
7.90848207e+000, 8.41250000e+001, -7.00000000e+001, 4.74749054e+002
7.90848207e+000, 8.44375000e+001, -7.00000000e+001, 4.56352295e+002
8.32142830e+000, 8.41250000e+001, -7.00000000e+001, 4.75704010e+002
8.32142830e+000, 8.44375000e+001, -7.00000000e+001, 4.57085236e+002
8.73437500e+000, 8.41250000e+001, -7.00000000e+001, 4.76437897e+002
8.73437500e+000, 8.44375000e+001, -7.00000000e+001, 4.57538605e+002
9.14732170e+000, 8.41250000e+001, -7.00000000e+001, 4.76869751e+002
9.14732170e+000, 8.44375000e+001, -7.00000000e+001, 4.57622437e+002
9.56026745e+000, 8.41250000e+001, -7.00000000e+001, 4.76876251e+002
9.56026745e+000, 8.44375000e+001, -7.00000000e+001, 4.57208282e+002
9.97321415e+000, 8.41250000e+001, -7.00000000e+001, 4.76273651e+002
9.97321415e+000, 8.44375000e+001, -7.00000000e+001, 4.56117126e+002
1.03861609e+001, 8.41250000e+001, -7.00000000e+001, 4.74801910e+002
1.03861609e+001, 8.44375000e+001, -7.00000000e+001, 4.54108063e+002
1.07991076e+001, 8.41250000e+001, -7.00000000e+001, 4.72125977e+002
1.07991076e+001, 8.44375000e+001, -7.00000000e+001, 4.50867920e+002
-1.20000000e+001, 8.41250000e+001, -7.00000000e+001, 4.25331848e+002
-1.19803362e+001, 8.41250000e+001, -7.00000000e+001, 4.25977844e+002
-1.20625010e+001, 8.41250000e+001, -7.00000000e+001, 4.23050690e+002
-1.20000000e+001, 8.44375000e+001, -7.00000000e+001, 4.04853485e+002
-1.19803362e+001, 8.44375000e+001, -7.00000000e+001, 4.05456543e+002
-1.20625010e+001, 8.44375000e+001, -7.00000000e+001, 4.02857788e+002
-1.19568224e+001, 8.41250000e+001, -7.00000000e+001, 4.26711182e+002
-1.19568224e+001, 8.44375000e+001, -7.00000000e+001, 4.06162415e+002
-1.19287033e+001, 8.41250000e+001, -7.00000000e+001, 4.27541901e+002
-1.19287033e+001, 8.44375000e+001, -7.00000000e+001, 4.06985291e+002
-1.18950796e+001, 8.41250000e+001, -7.00000000e+001, 4.28483398e+002
-1.18950796e+001, 8.44375000e+001, -7.00000000e+001, 4.07940277e+002
-1.18548708e+001, 8.41250000e+001, -7.00000000e+001, 4.29553131e+002
-1.18548708e+001, 8.44375000e+001, -7.00000000e+001, 4.09043121e+002
-1.18067894e+001, 8.41250000e+001, -7.00000000e+001, 4.30772400e+002
-1.18067894e+001, 8.44375000e+001, -7.00000000e+001, 4.10310028e+002
-1.17492924e+001, 8.41250000e+001, -7.00000000e+001, 4.32165070e+002
-1.17492924e+001, 8.44375000e+001, -7.00000000e+001, 4.11757294e+002
-1.16805372e+001, 8.41250000e+001, -7.00000000e+001, 4.33753754e+002
-1.16805372e+001, 8.44375000e+001, -7.00000000e+001, 4.13400299e+002
-1.21250000e+001, 8.41250000e+001, -7.00000000e+001, 4.20315643e+002
-1.24374990e+001, 8.41250000e+001, -7.00000000e+001, 4.01444397e+002
-1.21250000e+001, 8.44375000e+001, -7.00000000e+001, 4.00740753e+002
-1.24374990e+001, 8.44375000e+001, -7.00000000e+001, 3.88512695e+002
1.36875000e+001, 8.40000000e+001, -7.00000000e+001, 3.86717712e+002
1.40000000e+001, 8.40000000e+001, -7.00000000e+001, 3.84106354e+002
1.40000000e+001, 8.39583359e+001, -7.00000000e+001, 3.84924408e+002
1.36875000e+001, 8.39583359e+001, -7.00000000e+001, 3.87559418e+002
1.36875000e+001, 8.40624924e+001, -7.00000000e+001, 3.85448334e+002
1.40000000e+001, 8.40624924e+001, -7.00000000e+001, 3.82873962e+002
1.27500000e+001, 8.40000000e+001, -7.00000000e+001, 4.13446899e+002
1.27500000e+001, 8.39583359e+001, -7.00000000e+001, 4.14670288e+002
1.27500000e+001, 8.40624924e+001, -7.00000000e+001, 4.11565857e+002
1.30625000e+001, 8.40000000e+001, -7.00000000e+001, 4.01134857e+002
1.30625000e+001, 8.39583359e+001, -7.00000000e+001, 4.02168060e+002
1.30625000e+001, 8.40624924e+001, -7.00000000e+001, 3.99563019e+002
1.33749990e+001, 8.40000000e+001, -7.00000000e+001, 3.92341339e+002
1.33749990e+001, 8.39583359e+001, -7.00000000e+001, 3.93252167e+002
1.33749990e+001, 8.40624924e+001, -7.00000000e+001, 3.90963593e+002
1.36875000e+001, 8.39166641e+001, -7.00000000e+001, 3.88396790e+002
1.40000000e+001, 8.39166641e+001, -7.00000000e+001, 3.85738922e+002
1.40000000e+001, 8.38750000e+001, -7.00000000e+001, 3.86549225e+002
1.36875000e+001, 8.38750000e+001, -7.00000000e+001, 3.89229187e+002
1.40000000e+001, 8.35703735e+001, -7.00000000e+001, 3.92327545e+002
1.36875000e+001, 8.35703735e+001, -7.00000000e+001, 3.95142914e+002
1.27500000e+001, 8.39166641e+001, -7.00000000e+001, 4.15867889e+002
1.27500000e+001, 8.38750000e+001, -7.00000000e+001, 4.17038818e+002
1.27500000e+001, 8.35703735e+001, -7.00000000e+001, 4.24768799e+002
1.30625000e+001, 8.39166641e+001, -7.00000000e+001, 4.03188416e+002
1.30625000e+001, 8.38750000e+001, -7.00000000e+001, 4.04194916e+002
1.30625000e+001, 8.35703735e+001, -7.00000000e+001, 4.11108826e+002
1.33749990e+001, 8.39166641e+001, -7.00000000e+001, 3.94155945e+002
1.33749990e+001, 8.38750000e+001, -7.00000000e+001, 3.95051880e+002
1.33749990e+001, 8.35703735e+001, -7.00000000e+001, 4.01343964e+002
1.36875000e+001, 7.93056870e+001, -7.00000000e+001, 4.27030182e+002
1.40000000e+001, 7.93056870e+001, -7.00000000e+001, 4.24150940e+002
1.40000000e+001, 7.90010681e+001, -7.00000000e+001, 4.24147797e+002
1.36875000e+001, 7.90010681e+001, -7.00000000e+001, 4.27024353e+002
1.40000000e+001, 7.86963806e+001, -7.00000000e+001, 4.23965149e+002
1.36875000e+001, 7.86963806e+001, -7.00000000e+001, 4.26840698e+002
1.27500000e+001, 7.93056870e+001, -7.00000000e+001, 4.55511444e+002
1.27500000e+001, 7.90010681e+001, -7.00000000e+001, 4.55465302e+002
1.27500000e+001, 7.86963806e+001, -7.00000000e+001, 4.55272400e+002
1.30625000e+001, 7.93056870e+001, -7.00000000e+001, 4.42689484e+002
1.30625000e+001, 7.90010681e+001, -7.00000000e+001, 4.42661957e+002
1.30625000e+001, 7.86963806e+001, -7.00000000e+001, 4.42473419e+002
1.33749990e+001, 7.93056870e+001, -7.00000000e+001, 4.33203949e+002
1.33749990e+001, 7.90010681e+001, -7.00000000e+001, 4.33189941e+002
1.33749990e+001, 7.86963806e+001, -7.00000000e+001, 4.33004486e+002
1.36875000e+001, 7.96103134e+001, -7.00000000e+001, 4.26853241e+002
1.40000000e+001, 7.96103134e+001, -7.00000000e+001, 4.23969482e+002
1.36875000e+001, 7.99149323e+001, -7.00000000e+001, 4.26482880e+002
1.40000000e+001, 7.99149323e+001, -7.00000000e+001, 4.23592651e+002
1.36875000e+001, 8.02195511e+001, -7.00000000e+001, 4.25902527e+002
1.40000000e+001, 8.02195511e+001, -7.00000000e+001, 4.23004059e+002
1.36875000e+001, 8.05241699e+001, -7.00000000e+001, 4.25089661e+002
1.40000000e+001, 8.05241699e+001, -7.00000000e+001, 4.22180847e+002
1.36875000e+001, 8.08287888e+001, -7.00000000e+001, 4.24014801e+002
1.40000000e+001, 8.08287888e+001, -7.00000000e+001, 4.21093872e+002
1.36875000e+001, 8.11334076e+001, -7.00000000e+001, 4.22641846e+002
1.40000000e+001, 8.11334076e+001, -7.00000000e+001, 4.19707123e+002
1.36875000e+001, 8.14380341e+001, -7.00000000e+001, 4.20927490e+002
1.40000000e+001, 8.14380341e+001, -7.00000000e+001, 4.17978027e+002
1.36875000e+001, 8.17426529e+001, -7.00000000e+001, 4.18821899e+002
1.40000000e+001, 8.17426529e+001, -7.00000000e+001, 4.15858063e+002
1.36875000e+001, 8.20472794e+001, -7.00000000e+001, 4.16270203e+002
1.40000000e+001, 8.20472794e+001, -7.00000000e+001, 4.13294250e+002
1.36875000e+001, 8.23518982e+001, -7.00000000e+001, 4.13215179e+002
1.40000000e+001, 8.23518982e+001, -7.00000000e+001, 4.10232910e+002
1.36875000e+001, 8.26565170e+001, -7.00000000e+001, 4.09602661e+002
1.40000000e+001, 8.26565170e+001, -7.00000000e+001, 4.06625214e+002
1.36875000e+001, 8.29611359e+001, -7.00000000e+001, 4.05390625e+002
1.40000000e+001, 8.29611359e+001, -7.00000000e+001, 4.02436340e+002
1.36875000e+001, 8.32657547e+001, -7.00000000e+001, 4.00561859e+002
1.40000000e+001, 8.32657547e+001, -7.00000000e+001, 3.97658264e+002
1.27500000e+001, 7.96103134e+001, -7.00000000e+001, 4.55406494e+002
1.30625000e+001, 7.96103134e+001, -7.00000000e+001, 4.42551208e+002
1.33749990e+001, 7.96103134e+001, -7.00000000e+001, 4.33041504e+002
1.27500000e+001, 7.99149323e+001, -7.00000000e+001, 4.55141602e+002
1.30625000e+001, 7.99149323e+001, -7.00000000e+001, 4.42237335e+002
1.33749990e+001, 7.99149323e+001, -7.00000000e+001, 4.32692261e+002
1.27500000e+001, 8.02195511e+001, -7.00000000e+001, 4.54703125e+002
1.30625000e+001, 8.02195511e+001, -7.00000000e+001, 4.41732574e+002
1.33749990e+001, 8.02195511e+001, -7.00000000e+001, 4.32139954e+002
1.27500000e+001, 8.05241699e+001, -7.00000000e+001, 4.54071045e+002
1.30625000e+001, 8.05241699e+001, -7.00000000e+001, 4.41015503e+002
1.33749990e+001, 8.05241699e+001, -7.00000000e+001, 4.31362396e+002
1.27500000e+001, 8.08287888e+001, -7.00000000e+001, 4.53217957e+002
1.30625000e+001, 8.08287888e+001, -7.00000000e+001, 4.40057159e+002
1.33749990e+001, 8.08287888e+001, -7.00000000e+001, 4.30330292e+002
1.27500000e+001, 8.11334076e+001, -7.00000000e+001, 4.52107391e+002
1.30625000e+001, 8.11334076e+001, -7.00000000e+001, 4.38820465e+002
1.33749990e+001, 8.11334076e+001, -7.00000000e+001, 4.29006836e+002
1.27500000e+001, 8.14380341e+001, -7.00000000e+001, 4.50692139e+002
1.30625000e+001, 8.14380341e+001, -7.00000000e+001, 4.37259216e+002
1.33749990e+001, 8.14380341e+001, -7.00000000e+001, 4.27347290e+002
1.27500000e+001, 8.17426529e+001, -7.00000000e+001, 4.48911743e+002
1.30625000e+001, 8.17426529e+001, -7.00000000e+001, 4.35316376e+002
1.33749990e+001, 8.17426529e+001, -7.00000000e+001, 4.25298767e+002
1.27500000e+001, 8.20472794e+001, -7.00000000e+001, 4.46690033e+002
1.30625000e+001, 8.20472794e+001, -7.00000000e+001, 4.32923462e+002
1.33749990e+001, 8.20472794e+001, -7.00000000e+001, 4.22800751e+002
1.27500000e+001, 8.23518982e+001, -7.00000000e+001, 4.43931824e+002
1.30625000e+001, 8.23518982e+001, -7.00000000e+001, 4.30000366e+002
1.33749990e+001, 8.23518982e+001, -7.00000000e+001, 4.19786621e+002
1.27500000e+001, 8.26565170e+001, -7.00000000e+001, 4.40518951e+002
1.30625000e+001, 8.26565170e+001, -7.00000000e+001, 4.26455414e+002
1.33749990e+001, 8.26565170e+001, -7.00000000e+001, 4.16187378e+002
1.27500000e+001, 8.29611359e+001, -7.00000000e+001, 4.36307526e+002
1.30625000e+001, 8.29611359e+001, -7.00000000e+001, 4.22188812e+002
1.33749990e+001, 8.29611359e+001, -7.00000000e+001, 4.11938965e+002
1.27500000e+001, 8.32657547e+001, -7.00000000e+001, 4.31123962e+002
